cagr_%,volatility_%,max_drawdown_%,positive_days_%,logistic_regression_accuracy,rf_classification_accuracy,baseline_classification_accuracy,linear_regression_rmse,rf_regression_rmse,dense_rmse,lstm_rmse,baseline_rmse,linear_regression_r2,rf_regression_r2,dense_r2,lstm_r2,strategy_sharpe,buy_hold_sharpe,strategy_sortino,buy_hold_sortino,strategy_cagr_%,buy_hold_cagr_%,strategy_max_drawdown_%,buy_hold_max_drawdown_%,strategy_calmar,buy_hold_calmar,monte_carlo_mean_ending_price,monte_carlo_median_ending_price,monte_carlo_5th_pct,monte_carlo_95th_pct,anomaly_days_found
18.33,48.23,-79.89,49.85,0.5361,0.5108,0.4655,0.0236,0.02722,0.03496,0.02269,0.02241,-0.10918,-0.47495,-1.43263,-0.01725,0.584,0.681,0.493,0.879,12.33,19.57,-36.18,-60.02,0.341,0.326,688.31,610.87,274.79,1352.13,190
