Month,Daily_Return
1,0.0013942859172355283
2,0.002136373623862026
3,0.0008995145716129657
4,0.001357093269469769
5,0.0012835769246446085
6,-0.0003168416339819174
7,0.000985074432763822
8,0.002285428878347615
9,0.0009091903507724888
10,0.0019002572241702197
11,0.0018491485917420567
12,-0.0004174810627932381
