cagr_%,volatility_%,max_drawdown_%,rf_classification_accuracy,baseline_classification_accuracy,rf_regression_rmse,dense_rmse,lstm_rmse,baseline_rmse,strategy_sharpe,buy_hold_sharpe,strategy_cagr_%,buy_hold_cagr_%,monte_carlo_mean_ending_price,anomaly_days_found
23.69,41.93,-70.5,0.4956,0.5161,0.02471,0.02586,0.0232,0.02268,0.513,0.424,9.84,9.12,446.86,103
