Month,Daily_Return
1,0.0008319775900272711
2,-0.00019208023516539274
3,0.0032821137919628596
4,9.369729521484462e-05
5,0.00078958978289584
6,0.003577145711367801
7,0.0015346238088113505
8,-0.00015730100297207898
9,-0.0002170379389641836
10,0.0018803425538720848
11,0.002831682417886363
12,-0.0006109197825413913
