cagr_%,volatility_%,max_drawdown_%,rf_classification_accuracy,baseline_classification_accuracy,rf_regression_rmse,dense_rmse,lstm_rmse,baseline_rmse,strategy_sharpe,buy_hold_sharpe,strategy_cagr_%,buy_hold_cagr_%,monte_carlo_mean_ending_price,anomaly_days_found
27.72,31.03,-41.08,0.488,0.5601,0.0232,0.02645,0.02336,0.02054,2.133,1.515,37.1,55.51,253.92,30
