cagr_%,volatility_%,max_drawdown_%,rf_classification_accuracy,baseline_classification_accuracy,rf_regression_rmse,dense_rmse,lstm_rmse,baseline_rmse,strategy_sharpe,buy_hold_sharpe,strategy_cagr_%,buy_hold_cagr_%,monte_carlo_mean_ending_price,anomaly_days_found
22.92,33.21,-74.56,0.5188,0.4668,0.02362,0.02003,0.01976,0.01786,0.384,0.766,4.36,19.37,495.41,202
