Month,Daily_Return
1,0.0022865796742131835
2,-0.00046490400912139096
3,0.0013805026609186105
4,0.0015816975949134323
5,0.0012909803161277517
6,0.0010423487674467492
7,-3.481909006069802e-05
8,0.0006309164991224898
9,0.000378835898093979
10,0.002302621778768738
11,0.001176089194815983
12,0.0007303872965735296
